Birth Year,Year,Month,Number of Trips
1958,2016,03,9662
1926,2016,03,19
1971,2016,03,18666
1885,2016,03,103
1988,2016,03,31077
1992,2016,03,17758
1973,2016,03,17932
1946,2016,03,1014
1982,2016,03,28362
1966,2016,03,14016
1951,2016,03,3904
1970,2016,03,21299
1953,2016,04,5475
1910,2016,04,36
1996,2016,04,5008
1964,2016,04,15379
1917,2016,04,20
1955,2016,04,7088
1962,2016,04,14125
1992,2016,04,20570
1969,2016,04,18131
1975,2016,04,18789
1963,2016,04,14426
1899,2016,04,33
1974,2016,04,19347
1965,2016,04,14525
1918,2016,04,4
1986,2016,04,35860
1951,2016,04,3728
1943,2016,04,590
1966,2016,04,14518
1948,2016,04,2096
1939,2016,04,134
1968,2016,04,15979
1977,2016,04,21798
1985,2016,04,36748
1961,2016,04,12194
1972,2016,04,18672
1901,2016,04,29
1940,2016,04,400
1982,2016,04,31030
1956,2016,04,8015
1937,2016,04,15
1971,2016,04,18785
1950,2016,04,2803
1994,2016,04,7639
2000,2016,04,131
1991,2016,04,27600
1997,2016,04,2348
1946,2016,04,1077
1926,2016,04,18
1947,2016,04,1788
1945,2016,04,892
1921,2016,04,15
1894,2016,04,6
1993,2016,04,12599
1936,2016,04,47
1995,2016,04,5501
1998,2016,04,1851
1930,2016,04,15
1979,2016,04,23575
1900,2016,04,109
1987,2016,04,34525
1934,2016,04,5
1954,2016,04,7036
1983,2016,04,33625
1932,2016,04,21
1978,2016,04,22373
1989,2016,04,36018
1990,2016,04,33044
1973,2016,04,18118
1988,2016,04,35487
1938,2016,04,234
1981,2016,04,29091
1967,2016,04,15641
1942,2016,04,833
1944,2016,04,924
1970,2016,04,22115
1999,2016,04,971
1960,2016,04,12470
1980,2016,04,25954
1952,2016,04,3983
1885,2016,04,136
1920,2016,04,14
1941,2016,04,685
1984,2016,04,35982
1958,2016,04,9900
1959,2016,04,10743
1935,2016,04,55
1949,2016,04,2089
1957,2016,04,8521
1933,2016,04,1
1976,2016,04,20524
,2016,04,130470
1885,2016,05,126
1949,2016,05,2229
1957,2016,05,10249
1990,2016,05,39528
1932,2016,05,39
,2016,05,176321
1938,2016,05,241
1955,2016,05,7741
1981,2016,05,34400
1999,2016,05,1148
1934,2016,05,11
1986,2016,05,41659
1930,2016,05,2
1935,2016,05,45
1899,2016,05,15
1994,2016,05,8057
1958,2016,05,10615
1967,2016,05,18415
1918,2016,05,14
1991,2016,05,32454
1980,2016,05,31235
1936,2016,05,72
1995,2016,05,5831
1945,2016,05,1045
1956,2016,05,8842
1954,2016,05,7776
1917,2016,05,27
1998,2016,05,2582
1985,2016,05,44630
1894,2016,05,7
1982,2016,05,36202
1888,2016,05,15
1942,2016,05,826
1974,2016,05,23287
1948,2016,05,2310
1953,2016,05,6416
1910,2016,05,29
1933,2016,05,35
1964,2016,05,17668
1984,2016,05,41772
1965,2016,05,17157
1951,2016,05,4134
1963,2016,05,16617
1959,2016,05,12148
1900,2016,05,172
1912,2016,05,2
1988,2016,05,43329
1944,2016,05,906
1960,2016,05,14543
1996,2016,05,4798
1970,2016,05,25279
1939,2016,05,175
1987,2016,05,41034
1943,2016,05,624
1952,2016,05,4676
1989,2016,05,42175
1937,2016,05,57
1983,2016,05,39527
1947,2016,05,1931
1973,2016,05,21362
1979,2016,05,28523
1992,2016,05,24924
1978,2016,05,26751
1950,2016,05,2878
1941,2016,05,740
1923,2016,05,6
1997,2016,05,2632
1946,2016,05,1353
1968,2016,05,18797
2000,2016,05,240
1913,2016,05,2
1909,2016,05,15
1976,2016,05,24447
1961,2016,05,13837
1972,2016,05,21984
1975,2016,05,22450
1971,2016,05,21803
1966,2016,05,17154
1926,2016,05,12
1940,2016,05,432
1920,2016,05,9
1993,2016,05,15436
1962,2016,05,16180
1901,2016,05,32
1977,2016,05,25397
1925,2016,05,4
1921,2016,05,17
1969,2016,05,21663
1968,2016,06,23050
1888,2016,06,30
1926,2016,06,16
1983,2016,06,50546
1941,2016,06,954
1931,2016,06,1
1962,2016,06,18717
1965,2016,06,19837
1992,2016,06,32403
1912,2016,06,5
,2016,06,195206
1949,2016,06,3099
1944,2016,06,954
2000,2016,06,379
1961,2016,06,16914
1910,2016,06,38
1925,2016,06,3
1964,2016,06,20850
1907,2016,06,7
1984,2016,06,51212
1939,2016,06,177
1899,2016,06,38
1917,2016,06,58
1969,2016,06,25743
1999,2016,06,1727
1979,2016,06,35152
1901,2016,06,34
1974,2016,06,28036
1963,2016,06,19663
1989,2016,06,51143
1920,2016,06,9
1959,2016,06,14161
1997,2016,06,3473
1913,2016,06,12
1996,2016,06,5872
1995,2016,06,8249
1950,2016,06,3263
1993,2016,06,21368
1943,2016,06,640
1945,2016,06,1179
1988,2016,06,52753
1973,2016,06,25663
1946,2016,06,1435
1982,2016,06,45517
1966,2016,06,19990
1990,2016,06,49096
1981,2016,06,42708
1985,2016,06,54287
1938,2016,06,237
1948,2016,06,2754
1887,2016,06,10
1940,2016,06,482
1953,2016,06,7255
1975,2016,06,27512
1923,2016,06,17
1894,2016,06,1
1955,2016,06,8948
1991,2016,06,39740
1942,2016,06,978
1971,2016,06,26176
1957,2016,06,12037
1960,2016,06,16815
1935,2016,06,69
1972,2016,06,25980
1921,2016,06,31
1900,2016,06,258
1977,2016,06,31019
1951,2016,06,4895
1980,2016,06,38701
1987,2016,06,51266
1967,2016,06,21851
1933,2016,06,80
1978,2016,06,32105
1958,2016,06,12775
1934,2016,06,4
1918,2016,06,15
1936,2016,06,85
1994,2016,06,9913
1954,2016,06,9422
1947,2016,06,2521
1956,2016,06,10327
1970,2016,06,29697
1937,2016,06,39
1998,2016,06,3056
1885,2016,06,112
1952,2016,06,5722
1976,2016,06,29517
1932,2016,06,42
1986,2016,06,52187
1885,2016,07,115
1949,2016,07,2505
1957,2016,07,10223
1990,2016,07,47730
1932,2016,07,93
,2016,07,203595
1893,2016,07,6
1938,2016,07,282
1933,2016,07,49
1981,2016,07,40105
1999,2016,07,1615
1934,2016,07,12
1935,2016,07,78
1899,2016,07,40
1994,2016,07,11985
1971,2016,07,21833
1958,2016,07,11357
1967,2016,07,18369
1918,2016,07,14
1991,2016,07,38681
1980,2016,07,34556
1995,2016,07,9374
1945,2016,07,1036
1956,2016,07,9343
1972,2016,07,23109
1954,2016,07,8136
1975,2016,07,25198
1976,2016,07,26669
1993,2016,07,23055
1985,2016,07,52290
1894,2016,07,1
1931,2016,07,5
1982,2016,07,42464
1888,2016,07,31
1942,2016,07,756
1907,2016,07,4
1974,2016,07,25027
1948,2016,07,2234
1953,2016,07,7222
1910,2016,07,36
1955,2016,07,7985
1913,2016,07,15
1984,2016,07,49090
1965,2016,07,17328
1951,2016,07,4602
1963,2016,07,17358
1959,2016,07,13292
1900,2016,07,202
1940,2016,07,440
1988,2016,07,51786
1944,2016,07,857
1960,2016,07,14844
1996,2016,07,5729
1986,2016,07,51221
1939,2016,07,160
1987,2016,07,49723
1943,2016,07,531
1992,2016,07,32995
1989,2016,07,49771
1937,2016,07,48
1983,2016,07,46577
1947,2016,07,2494
1973,2016,07,22227
1979,2016,07,32425
1952,2016,07,5151
1978,2016,07,29697
1950,2016,07,2934
1941,2016,07,764
1923,2016,07,20
1997,2016,07,3795
1946,2016,07,1288
1968,2016,07,19834
2000,2016,07,480
1964,2016,07,17681
1936,2016,07,69
1961,2016,07,14699
1970,2016,07,25901
1917,2016,07,27
1998,2016,07,2779
1966,2016,07,16541
1926,2016,07,34
1912,2016,07,8
1920,2016,07,4
1962,2016,07,16215
1921,2016,07,24
1977,2016,07,28743
1925,2016,07,2
1901,2016,07,38
1969,2016,07,22449
1964,2016,08,19055
1910,2016,08,29
1953,2016,08,8179
1948,2016,08,2488
1974,2016,08,27990
1913,2016,08,12
1907,2016,08,5
1942,2016,08,991
1888,2016,08,36
1982,2016,08,48559
1931,2016,08,3
1894,2016,08,5
1985,2016,08,60420
1993,2016,08,28861
1992,2016,08,40361
1954,2016,08,8235
1956,2016,08,10189
1896,2016,08,8
1995,2016,08,8969
1920,2016,08,1
1980,2016,08,39866
1991,2016,08,45954
1918,2016,08,27
1967,2016,08,20423
1994,2016,08,14758
1970,2016,08,28232
1935,2016,08,89
1934,2016,08,30
1999,2016,08,1743
1940,2016,08,481
1981,2016,08,45632
1955,2016,08,8643
1938,2016,08,337
,2016,08,214624
1932,2016,08,46
1899,2016,08,68
1957,2016,08,11588
1949,2016,08,2812
1885,2016,08,90
1933,2016,08,20
1969,2016,08,25120
1921,2016,08,37
1977,2016,08,32493
1893,2016,08,2
1962,2016,08,18647
1976,2016,08,30129
1912,2016,08,2
1926,2016,08,27
1966,2016,08,19292
1971,2016,08,25002
1975,2016,08,27436
1972,2016,08,25440
1961,2016,08,15935
1917,2016,08,30
2000,2016,08,639
1968,2016,08,22166
1946,2016,08,1649
1997,2016,08,3507
1923,2016,08,22
1941,2016,08,818
1950,2016,08,3018
1978,2016,08,33883
1959,2016,08,14628
1979,2016,08,36141
1936,2016,08,87
1990,2016,08,54318
1973,2016,08,24724
1947,2016,08,2688
1983,2016,08,54066
1937,2016,08,71
1989,2016,08,58560
1952,2016,08,5688
1943,2016,08,600
1987,2016,08,57711
1939,2016,08,142
1986,2016,08,59711
1996,2016,08,7012
1960,2016,08,16676
1944,2016,08,896
1988,2016,08,60864
1900,2016,08,182
1963,2016,08,19095
1945,2016,08,1294
1958,2016,08,12720
1951,2016,08,5007
1965,2016,08,19490
1901,2016,08,60
1998,2016,08,3031
1984,2016,08,57048
1888,2016,09,28
1937,2016,09,79
1983,2016,09,53531
1998,2016,09,3634
1926,2016,09,39
1940,2016,09,597
1910,2016,09,31
1962,2016,09,21260
1984,2016,09,56611
1941,2016,09,767
1965,2016,09,21789
1949,2016,09,2997
1899,2016,09,36
1971,2016,09,28957
2000,2016,09,1142
,2016,09,215515
1944,2016,09,1130
1961,2016,09,17371
1917,2016,09,26
1939,2016,09,139
1999,2016,09,2862
1974,2016,09,31106
1989,2016,09,60010
1933,2016,09,17
1976,2016,09,32161
1963,2016,09,20916
1964,2016,09,21578
1995,2016,09,12882
1969,2016,09,28981
1979,2016,09,38670
1936,2016,09,79
1945,2016,09,1252
1912,2016,09,26
1950,2016,09,3509
1978,2016,09,34942
1988,2016,09,60012
1938,2016,09,347
1975,2016,09,29700
1996,2016,09,11998
1981,2016,09,46650
1993,2016,09,31094
1985,2016,09,61683
1943,2016,09,586
1982,2016,09,49278
1973,2016,09,27830
1991,2016,09,47827
1966,2016,09,22262
1948,2016,09,2684
1953,2016,09,8234
1997,2016,09,6282
1921,2016,09,25
1923,2016,09,20
1957,2016,09,12062
1951,2016,09,5055
1900,2016,09,173
1894,2016,09,1
1931,2016,09,1
1955,2016,09,9173
1960,2016,09,17906
1942,2016,09,1191
1972,2016,09,27999
1970,2016,09,32440
1987,2016,09,59018
1934,2016,09,63
1935,2016,09,51
1994,2016,09,19071
1901,2016,09,47
1967,2016,09,23417
1893,2016,09,1
1947,2016,09,2443
1977,2016,09,34048
1980,2016,09,41700
1958,2016,09,13476
1885,2016,09,118
1956,2016,09,10971
1932,2016,09,51
1918,2016,09,16
1954,2016,09,8793
1992,2016,09,42024
1886,2016,09,19
1946,2016,09,1734
1968,2016,09,24967
1986,2016,09,60603
1959,2016,09,15839
1952,2016,09,6168
1990,2016,09,57024
1913,2016,09,11
1960,2016,10,18137
1942,2016,10,1272
1987,2016,10,55944
1996,2016,10,11739
1951,2016,10,5227
1993,2016,10,30585
1954,2016,10,8395
1917,2016,10,32
1886,2016,10,16
1900,2016,10,188
1959,2016,10,15835
1958,2016,10,13422
1956,2016,10,10822
1948,2016,10,2651
1964,2016,10,22118
1995,2016,10,13127
1994,2016,10,19130
1893,2016,10,1
1976,2016,10,31783
1918,2016,10,13
1895,2016,10,12
1982,2016,10,46039
1896,2016,10,2
1930,2016,10,15
1938,2016,10,283
1952,2016,10,5725
1888,2016,10,24
1981,2016,10,45108
1932,2016,10,73
1985,2016,10,59151
1933,2016,10,56
1949,2016,10,2984
1921,2016,10,30
,2016,10,167448
1957,2016,10,12066
1990,2016,10,55310
1962,2016,10,20762
1991,2016,10,47347
1967,2016,10,23542
1901,2016,10,40
1977,2016,10,33083
1980,2016,10,40600
1940,2016,10,565
1972,2016,10,28342
1912,2016,10,29
1934,2016,10,88
1963,2016,10,20935
1935,2016,10,21
1975,2016,10,28726
1961,2016,10,17996
1971,2016,10,29524
1946,2016,10,1807
1899,2016,10,31
1950,2016,10,3488
1885,2016,10,94
1997,2016,10,7469
1978,2016,10,33857
1945,2016,10,1195
1969,2016,10,28998
1947,2016,10,2488
1979,2016,10,36836
1926,2016,10,29
1936,2016,10,92
1920,2016,10,14
1973,2016,10,27678
1992,2016,10,42074
1966,2016,10,21819
1983,2016,10,51418
1937,2016,10,77
1998,2016,10,4250
1970,2016,10,32637
1943,2016,10,635
2000,2016,10,1278
1968,2016,10,25206
1986,2016,10,58031
1923,2016,10,24
1944,2016,10,986
1988,2016,10,57034
1984,2016,10,54528
1941,2016,10,696
1965,2016,10,22058
1955,2016,10,8935
1910,2016,10,39
1999,2016,10,3074
1953,2016,10,8605
1939,2016,10,129
1974,2016,10,30304
1931,2016,10,5
1989,2016,10,59591
1944,2016,11,760
1886,2016,11,14
1953,2016,11,7149
1984,2016,11,41680
1982,2016,11,35600
1945,2016,11,925
1931,2016,11,10
1942,2016,11,1024
1948,2016,11,2118
1985,2016,11,45351
1970,2016,11,25895
1974,2016,11,24733
1901,2016,11,32
1917,2016,11,8
1991,2016,11,35534
1888,2016,11,15
1912,2016,11,41
1995,2016,11,10117
1994,2016,11,14463
1993,2016,11,22926
1954,2016,11,7296
1959,2016,11,13024
1918,2016,11,11
1964,2016,11,18267
1990,2016,11,41716
1935,2016,11,35
1938,2016,11,284
1956,2016,11,9145
1967,2016,11,18691
1981,2016,11,34506
1932,2016,11,69
1899,2016,11,22
1980,2016,11,30868
1998,2016,11,3200
1934,2016,11,83
1933,2016,11,49
1962,2016,11,17387
1969,2016,11,23609
1999,2016,11,2503
1955,2016,11,7667
1949,2016,11,2569
1976,2016,11,25650
1885,2016,11,83
1972,2016,11,22354
1940,2016,11,524
1921,2016,11,15
,2016,11,96366
1957,2016,11,10171
1971,2016,11,23317
1961,2016,11,15106
1968,2016,11,20115
1926,2016,11,13
1977,2016,11,26605
1992,2016,11,30866
1966,2016,11,18407
1893,2016,11,7
1941,2016,11,560
1978,2016,11,26791
1975,2016,11,22876
2000,2016,11,1162
1947,2016,11,1984
1979,2016,11,28043
1946,2016,11,1448
1939,2016,11,173
1923,2016,11,12
1950,2016,11,2961
1952,2016,11,4854
1997,2016,11,5666
1895,2016,11,57
1937,2016,11,29
1960,2016,11,15361
1958,2016,11,11257
1943,2016,11,497
1986,2016,11,43380
1951,2016,11,4173
1988,2016,11,43640
1973,2016,11,22569
1900,2016,11,120
1983,2016,11,38992
1963,2016,11,17413
1989,2016,11,44418
1965,2016,11,18388
1987,2016,11,41847
1910,2016,11,18
1936,2016,11,67
1996,2016,11,9191
1965,2016,12,14144
1984,2016,12,28529
1953,2016,12,5680
1966,2016,12,13763
1964,2016,12,13905
1942,2016,12,736
1910,2016,12,28
1926,2016,12,18
1974,2016,12,17654
1931,2016,12,15
1971,2016,12,17273
1950,2016,12,2242
1997,2016,12,3489
1921,2016,12,8
1923,2016,12,7
1940,2016,12,344
2000,2016,12,837
1968,2016,12,14960
1946,2016,12,1359
1979,2016,12,19896
1959,2016,12,10571
1941,2016,12,535
1978,2016,12,18860
1973,2016,12,15786
1980,2016,12,21045
1943,2016,12,445
1947,2016,12,1607
1999,2016,12,1859
1967,2016,12,13498
1983,2016,12,27173
1937,2016,12,24
1992,2016,12,19449
1935,2016,12,21
1988,2016,12,28776
1952,2016,12,3675
1934,2016,12,67
,2016,12,39704
1986,2016,12,28844
1899,2016,12,33
1949,2016,12,2116
1933,2016,12,20
1969,2016,12,17717
1939,2016,12,118
1917,2016,12,12
1957,2016,12,7993
1962,2016,12,13501
1885,2016,12,42
1976,2016,12,18156
1901,2016,12,40
1912,2016,12,19
1970,2016,12,19157
1977,2016,12,18059
1975,2016,12,16318
1981,2016,12,23988
1961,2016,12,11359
1888,2016,12,11
1948,2016,12,1654
1990,2016,12,27252
1972,2016,12,16545
1982,2016,12,24093
1955,2016,12,5940
1985,2016,12,30366
1954,2016,12,5927
1993,2016,12,15141
1958,2016,12,8632
1956,2016,12,6947
1918,2016,12,11
1998,2016,12,2178
1994,2016,12,8774
1995,2016,12,6573
1991,2016,12,23110
1930,2016,12,1
1987,2016,12,28101
1989,2016,12,29429
1960,2016,12,12023
1886,2016,12,3
1900,2016,12,81
1895,2016,12,5
1932,2016,12,25
1893,2016,12,13
1996,2016,12,5575
1951,2016,12,3256
1944,2016,12,617
1938,2016,12,233
1963,2016,12,13513
1945,2016,12,646
1936,2016,12,43
